CellType,genesymbol
GO_MYELOID_LEUKOCYTE_ACTIVATION,DNAJC3
GO_MYELOID_LEUKOCYTE_ACTIVATION,DNAJC5
GO_MYELOID_LEUKOCYTE_ACTIVATION,DNASE1
GO_MYELOID_LEUKOCYTE_ACTIVATION,DNASE1L1
GO_MYELOID_LEUKOCYTE_ACTIVATION,DNASE1L3
GO_MYELOID_LEUKOCYTE_ACTIVATION,DOCK2
GO_MYELOID_LEUKOCYTE_ACTIVATION,DOK3
GO_MYELOID_LEUKOCYTE_ACTIVATION,DPP7
GO_MYELOID_LEUKOCYTE_ACTIVATION,DSC1
GO_MYELOID_LEUKOCYTE_ACTIVATION,DSG1
GO_MYELOID_LEUKOCYTE_ACTIVATION,DSN1
GO_MYELOID_LEUKOCYTE_ACTIVATION,DSP
GO_MYELOID_LEUKOCYTE_ACTIVATION,DYNC1H1
GO_MYELOID_LEUKOCYTE_ACTIVATION,DYNC1LI1
GO_MYELOID_LEUKOCYTE_ACTIVATION,DYNLL1
GO_MYELOID_LEUKOCYTE_ACTIVATION,DYNLT1
GO_MYELOID_LEUKOCYTE_ACTIVATION,DYSF
GO_MYELOID_LEUKOCYTE_ACTIVATION,EDN2
GO_MYELOID_LEUKOCYTE_ACTIVATION,EEF1A1
GO_MYELOID_LEUKOCYTE_ACTIVATION,EEF2
GO_MYELOID_LEUKOCYTE_ACTIVATION,ELANE
GO_MYELOID_LEUKOCYTE_ACTIVATION,ENPP3
GO_MYELOID_LEUKOCYTE_ACTIVATION,ENPP4
GO_MYELOID_LEUKOCYTE_ACTIVATION,EPX
GO_MYELOID_LEUKOCYTE_ACTIVATION,ERP44
GO_MYELOID_LEUKOCYTE_ACTIVATION,F2RL1
GO_MYELOID_LEUKOCYTE_ACTIVATION,FABP5
GO_MYELOID_LEUKOCYTE_ACTIVATION,FAF2
GO_MYELOID_LEUKOCYTE_ACTIVATION,FCAR
GO_MYELOID_LEUKOCYTE_ACTIVATION,FCER1G
GO_MYELOID_LEUKOCYTE_ACTIVATION,FCGR2A
GO_MYELOID_LEUKOCYTE_ACTIVATION,FCGR2B
GO_MYELOID_LEUKOCYTE_ACTIVATION,FCGR3B
GO_MYELOID_LEUKOCYTE_ACTIVATION,FCN1
GO_MYELOID_LEUKOCYTE_ACTIVATION,FER
GO_MYELOID_LEUKOCYTE_ACTIVATION,FER1L5
GO_MYELOID_LEUKOCYTE_ACTIVATION,FES
GO_MYELOID_LEUKOCYTE_ACTIVATION,FGL2
GO_MYELOID_LEUKOCYTE_ACTIVATION,FGR
GO_MYELOID_LEUKOCYTE_ACTIVATION,FLG2
GO_MYELOID_LEUKOCYTE_ACTIVATION,FLT3LG
GO_MYELOID_LEUKOCYTE_ACTIVATION,FOLR3
GO_MYELOID_LEUKOCYTE_ACTIVATION,FOXF1
GO_MYELOID_LEUKOCYTE_ACTIVATION,FOXP1
GO_MYELOID_LEUKOCYTE_ACTIVATION,FPR1
GO_MYELOID_LEUKOCYTE_ACTIVATION,FPR2
GO_MYELOID_LEUKOCYTE_ACTIVATION,FRK
GO_MYELOID_LEUKOCYTE_ACTIVATION,FRMPD3
GO_MYELOID_LEUKOCYTE_ACTIVATION,FTH1
GO_MYELOID_LEUKOCYTE_ACTIVATION,FTL
GO_MYELOID_LEUKOCYTE_ACTIVATION,FUCA1
GO_MYELOID_LEUKOCYTE_ACTIVATION,FUCA2
GO_MYELOID_LEUKOCYTE_ACTIVATION,GAA
GO_MYELOID_LEUKOCYTE_ACTIVATION,GAB2
GO_MYELOID_LEUKOCYTE_ACTIVATION,GALNS
GO_MYELOID_LEUKOCYTE_ACTIVATION,GATA2
GO_MYELOID_LEUKOCYTE_ACTIVATION,GCA
GO_MYELOID_LEUKOCYTE_ACTIVATION,GDI2
GO_MYELOID_LEUKOCYTE_ACTIVATION,GGH
GO_MYELOID_LEUKOCYTE_ACTIVATION,GHDC
GO_MYELOID_LEUKOCYTE_ACTIVATION,GLA
GO_MYELOID_LEUKOCYTE_ACTIVATION,GLB1
GO_MYELOID_LEUKOCYTE_ACTIVATION,GLIPR1
GO_MYELOID_LEUKOCYTE_ACTIVATION,GM2A
GO_MYELOID_LEUKOCYTE_ACTIVATION,GMFG
GO_MYELOID_LEUKOCYTE_ACTIVATION,GNS
GO_MYELOID_LEUKOCYTE_ACTIVATION,GOLGA7
GO_MYELOID_LEUKOCYTE_ACTIVATION,GPI
GO_MYELOID_LEUKOCYTE_ACTIVATION,GPR137B
GO_MYELOID_LEUKOCYTE_ACTIVATION,GPR84
GO_MYELOID_LEUKOCYTE_ACTIVATION,GRN
GO_MYELOID_LEUKOCYTE_ACTIVATION,GSDMD
GO_MYELOID_LEUKOCYTE_ACTIVATION,GSN
GO_MYELOID_LEUKOCYTE_ACTIVATION,GSTP1
GO_MYELOID_LEUKOCYTE_ACTIVATION,GUSB
GO_MYELOID_LEUKOCYTE_ACTIVATION,GYG1
GO_MYELOID_LEUKOCYTE_ACTIVATION,HAVCR1
GO_MYELOID_LEUKOCYTE_ACTIVATION,HAVCR2
GO_MYELOID_LEUKOCYTE_ACTIVATION,HBB
GO_MYELOID_LEUKOCYTE_ACTIVATION,HEBP2
GO_MYELOID_LEUKOCYTE_ACTIVATION,HEXB
GO_MYELOID_LEUKOCYTE_ACTIVATION,HGSNAT
GO_MYELOID_LEUKOCYTE_ACTIVATION,HK3
GO_MYELOID_LEUKOCYTE_ACTIVATION,HLA-B
GO_MYELOID_LEUKOCYTE_ACTIVATION,HLA-C
GO_MYELOID_LEUKOCYTE_ACTIVATION,HLA-H
GO_MYELOID_LEUKOCYTE_ACTIVATION,HMGB1
GO_MYELOID_LEUKOCYTE_ACTIVATION,HMOX1
GO_MYELOID_LEUKOCYTE_ACTIVATION,HMOX2
GO_MYELOID_LEUKOCYTE_ACTIVATION,HP
GO_MYELOID_LEUKOCYTE_ACTIVATION,HPSE
GO_MYELOID_LEUKOCYTE_ACTIVATION,HRNR
GO_MYELOID_LEUKOCYTE_ACTIVATION,HSP90AA1
GO_MYELOID_LEUKOCYTE_ACTIVATION,HSP90AB1
GO_MYELOID_LEUKOCYTE_ACTIVATION,HSPA1A
GO_MYELOID_LEUKOCYTE_ACTIVATION,HSPA1B
GO_MYELOID_LEUKOCYTE_ACTIVATION,HSPA6
GO_MYELOID_LEUKOCYTE_ACTIVATION,HSPA8
GO_MYELOID_LEUKOCYTE_ACTIVATION,HSPD1
GO_MYELOID_LEUKOCYTE_ACTIVATION,HUWE1
GO_MYELOID_LEUKOCYTE_ACTIVATION,HVCN1
GO_MYELOID_LEUKOCYTE_ACTIVATION,HYAL2
GO_MYELOID_LEUKOCYTE_ACTIVATION,IDH1
GO_MYELOID_LEUKOCYTE_ACTIVATION,IFNG
GO_MYELOID_LEUKOCYTE_ACTIVATION,IFNGR1
GO_MYELOID_LEUKOCYTE_ACTIVATION,IGF2R
GO_MYELOID_LEUKOCYTE_ACTIVATION,IL10
GO_MYELOID_LEUKOCYTE_ACTIVATION,IL13
GO_MYELOID_LEUKOCYTE_ACTIVATION,IL13RA2
GO_MYELOID_LEUKOCYTE_ACTIVATION,IL15
GO_MYELOID_LEUKOCYTE_ACTIVATION,IL18
GO_MYELOID_LEUKOCYTE_ACTIVATION,IL18RAP
GO_MYELOID_LEUKOCYTE_ACTIVATION,IL1RL1
GO_MYELOID_LEUKOCYTE_ACTIVATION,IL31RA
GO_MYELOID_LEUKOCYTE_ACTIVATION,IL33
GO_MYELOID_LEUKOCYTE_ACTIVATION,IL4
GO_MYELOID_LEUKOCYTE_ACTIVATION,IL4R
GO_MYELOID_LEUKOCYTE_ACTIVATION,IL6
GO_MYELOID_LEUKOCYTE_ACTIVATION,ILF2
GO_MYELOID_LEUKOCYTE_ACTIVATION,IMPDH1
GO_MYELOID_LEUKOCYTE_ACTIVATION,IMPDH2
GO_MYELOID_LEUKOCYTE_ACTIVATION,IQGAP1
GO_MYELOID_LEUKOCYTE_ACTIVATION,IQGAP2
GO_MYELOID_LEUKOCYTE_ACTIVATION,IRAG2
GO_MYELOID_LEUKOCYTE_ACTIVATION,IRF4
GO_MYELOID_LEUKOCYTE_ACTIVATION,IST1
GO_MYELOID_LEUKOCYTE_ACTIVATION,ITGAL
GO_MYELOID_LEUKOCYTE_ACTIVATION,ITGAM
GO_MYELOID_LEUKOCYTE_ACTIVATION,ITGAV
GO_MYELOID_LEUKOCYTE_ACTIVATION,ITGAX
GO_MYELOID_LEUKOCYTE_ACTIVATION,ITGB2
GO_MYELOID_LEUKOCYTE_ACTIVATION,JAK2
GO_MYELOID_LEUKOCYTE_ACTIVATION,JMJD6
GO_MYELOID_LEUKOCYTE_ACTIVATION,JUN
GO_MYELOID_LEUKOCYTE_ACTIVATION,JUP
GO_MYELOID_LEUKOCYTE_ACTIVATION,KARS1
GO_MYELOID_LEUKOCYTE_ACTIVATION,KCMF1
GO_MYELOID_LEUKOCYTE_ACTIVATION,KCNAB2
GO_MYELOID_LEUKOCYTE_ACTIVATION,KIT
GO_MYELOID_LEUKOCYTE_ACTIVATION,KMT2E
GO_MYELOID_LEUKOCYTE_ACTIVATION,KPNB1
GO_MYELOID_LEUKOCYTE_ACTIVATION,KRT1
GO_MYELOID_LEUKOCYTE_ACTIVATION,LAIR1
GO_MYELOID_LEUKOCYTE_ACTIVATION,LAMP1
GO_MYELOID_LEUKOCYTE_ACTIVATION,LAMP2
GO_MYELOID_LEUKOCYTE_ACTIVATION,LAMTOR1
GO_MYELOID_LEUKOCYTE_ACTIVATION,LAMTOR2
GO_MYELOID_LEUKOCYTE_ACTIVATION,LAMTOR3
GO_MYELOID_LEUKOCYTE_ACTIVATION,LAT
GO_MYELOID_LEUKOCYTE_ACTIVATION,LAT2
GO_MYELOID_LEUKOCYTE_ACTIVATION,LBP
GO_MYELOID_LEUKOCYTE_ACTIVATION,LCN2
GO_MYELOID_LEUKOCYTE_ACTIVATION,LCP2
GO_MYELOID_LEUKOCYTE_ACTIVATION,LDLR
GO_MYELOID_LEUKOCYTE_ACTIVATION,LGALS3
GO_MYELOID_LEUKOCYTE_ACTIVATION,LGALS9
GO_MYELOID_LEUKOCYTE_ACTIVATION,LILRA2
GO_MYELOID_LEUKOCYTE_ACTIVATION,LILRA3
GO_MYELOID_LEUKOCYTE_ACTIVATION,LILRB2
GO_MYELOID_LEUKOCYTE_ACTIVATION,LILRB3
GO_MYELOID_LEUKOCYTE_ACTIVATION,LPCAT1
GO_MYELOID_LEUKOCYTE_ACTIVATION,LRFN5
GO_MYELOID_LEUKOCYTE_ACTIVATION,LRG1
GO_MYELOID_LEUKOCYTE_ACTIVATION,LRRC7
GO_MYELOID_LEUKOCYTE_ACTIVATION,LRRK2
GO_MYELOID_LEUKOCYTE_ACTIVATION,LTA4H
GO_MYELOID_LEUKOCYTE_ACTIVATION,LTBR
GO_MYELOID_LEUKOCYTE_ACTIVATION,LTF
GO_MYELOID_LEUKOCYTE_ACTIVATION,LYN
GO_MYELOID_LEUKOCYTE_ACTIVATION,LYZ
GO_MYELOID_LEUKOCYTE_ACTIVATION,MAGT1
GO_MYELOID_LEUKOCYTE_ACTIVATION,MAN2B1
GO_MYELOID_LEUKOCYTE_ACTIVATION,MANBA
GO_MYELOID_LEUKOCYTE_ACTIVATION,MAPK1
GO_MYELOID_LEUKOCYTE_ACTIVATION,MAPK14
GO_MYELOID_LEUKOCYTE_ACTIVATION,MAPT
GO_MYELOID_LEUKOCYTE_ACTIVATION,MCEMP1
GO_MYELOID_LEUKOCYTE_ACTIVATION,METTL7A
GO_MYELOID_LEUKOCYTE_ACTIVATION,MFHAS1
GO_MYELOID_LEUKOCYTE_ACTIVATION,MGAM
GO_MYELOID_LEUKOCYTE_ACTIVATION,MGST1
GO_MYELOID_LEUKOCYTE_ACTIVATION,MIF
GO_MYELOID_LEUKOCYTE_ACTIVATION,MILR1
GO_MYELOID_LEUKOCYTE_ACTIVATION,MIR125A
GO_MYELOID_LEUKOCYTE_ACTIVATION,MIR128-1
GO_MYELOID_LEUKOCYTE_ACTIVATION,MIR128-2
GO_MYELOID_LEUKOCYTE_ACTIVATION,MIR142
GO_MYELOID_LEUKOCYTE_ACTIVATION,MIR145
GO_MYELOID_LEUKOCYTE_ACTIVATION,MIR181C
GO_MYELOID_LEUKOCYTE_ACTIVATION,MLEC
GO_MYELOID_LEUKOCYTE_ACTIVATION,MME
GO_MYELOID_LEUKOCYTE_ACTIVATION,MMP25
GO_MYELOID_LEUKOCYTE_ACTIVATION,MMP8
GO_MYELOID_LEUKOCYTE_ACTIVATION,MMP9
GO_MYELOID_LEUKOCYTE_ACTIVATION,MNDA
GO_MYELOID_LEUKOCYTE_ACTIVATION,MOSPD2
GO_MYELOID_LEUKOCYTE_ACTIVATION,MPO
GO_MYELOID_LEUKOCYTE_ACTIVATION,MRGPRX2
GO_MYELOID_LEUKOCYTE_ACTIVATION,MS4A3
GO_MYELOID_LEUKOCYTE_ACTIVATION,MT1G
GO_MYELOID_LEUKOCYTE_ACTIVATION,MVP
GO_MYELOID_LEUKOCYTE_ACTIVATION,MYO18A
GO_MYELOID_LEUKOCYTE_ACTIVATION,NAMPT
GO_MYELOID_LEUKOCYTE_ACTIVATION,NAPRT
GO_MYELOID_LEUKOCYTE_ACTIVATION,NBEAL2
GO_MYELOID_LEUKOCYTE_ACTIVATION,NCKAP1L
GO_MYELOID_LEUKOCYTE_ACTIVATION,NCSTN
GO_MYELOID_LEUKOCYTE_ACTIVATION,NDRG1
GO_MYELOID_LEUKOCYTE_ACTIVATION,NDUFC2
GO_MYELOID_LEUKOCYTE_ACTIVATION,NECTIN2
GO_MYELOID_LEUKOCYTE_ACTIVATION,NEU1
GO_MYELOID_LEUKOCYTE_ACTIVATION,NFAM1
GO_MYELOID_LEUKOCYTE_ACTIVATION,NFASC
GO_MYELOID_LEUKOCYTE_ACTIVATION,NFKB1
GO_MYELOID_LEUKOCYTE_ACTIVATION,NHLRC3
GO_MYELOID_LEUKOCYTE_ACTIVATION,NIT2
GO_MYELOID_LEUKOCYTE_ACTIVATION,NME2
GO_MYELOID_LEUKOCYTE_ACTIVATION,NOTCH2
GO_MYELOID_LEUKOCYTE_ACTIVATION,NPC2
GO_MYELOID_LEUKOCYTE_ACTIVATION,NPPA
GO_MYELOID_LEUKOCYTE_ACTIVATION,NR1D1
GO_MYELOID_LEUKOCYTE_ACTIVATION,NR1H3
GO_MYELOID_LEUKOCYTE_ACTIVATION,NR4A3
GO_MYELOID_LEUKOCYTE_ACTIVATION,NRAS
GO_MYELOID_LEUKOCYTE_ACTIVATION,OLFM4
GO_MYELOID_LEUKOCYTE_ACTIVATION,OLR1
GO_MYELOID_LEUKOCYTE_ACTIVATION,ORM1
GO_MYELOID_LEUKOCYTE_ACTIVATION,ORM2
GO_MYELOID_LEUKOCYTE_ACTIVATION,ORMDL3
GO_MYELOID_LEUKOCYTE_ACTIVATION,OSCAR
GO_MYELOID_LEUKOCYTE_ACTIVATION,OSTF1
GO_MYELOID_LEUKOCYTE_ACTIVATION,P2RX1
GO_MYELOID_LEUKOCYTE_ACTIVATION,PA2G4
GO_MYELOID_LEUKOCYTE_ACTIVATION,PADI2
GO_MYELOID_LEUKOCYTE_ACTIVATION,PAFAH1B2
GO_MYELOID_LEUKOCYTE_ACTIVATION,PDAP1
GO_MYELOID_LEUKOCYTE_ACTIVATION,PDPK1
GO_MYELOID_LEUKOCYTE_ACTIVATION,PDXK
GO_MYELOID_LEUKOCYTE_ACTIVATION,PECAM1
GO_MYELOID_LEUKOCYTE_ACTIVATION,PFKL
GO_MYELOID_LEUKOCYTE_ACTIVATION,PGAM1
GO_MYELOID_LEUKOCYTE_ACTIVATION,PGLYRP1
GO_MYELOID_LEUKOCYTE_ACTIVATION,PGM1
GO_MYELOID_LEUKOCYTE_ACTIVATION,PGM2
GO_MYELOID_LEUKOCYTE_ACTIVATION,PGRMC1
GO_MYELOID_LEUKOCYTE_ACTIVATION,PI4K2A
GO_MYELOID_LEUKOCYTE_ACTIVATION,PIGR
GO_MYELOID_LEUKOCYTE_ACTIVATION,PIK3CD
GO_MYELOID_LEUKOCYTE_ACTIVATION,PIK3CG
GO_MYELOID_LEUKOCYTE_ACTIVATION,PJA2
GO_MYELOID_LEUKOCYTE_ACTIVATION,PKM
GO_MYELOID_LEUKOCYTE_ACTIVATION,PKP1
GO_MYELOID_LEUKOCYTE_ACTIVATION,PLA2G10
GO_MYELOID_LEUKOCYTE_ACTIVATION,PLA2G2A
GO_MYELOID_LEUKOCYTE_ACTIVATION,PLA2G3
GO_MYELOID_LEUKOCYTE_ACTIVATION,PLA2G4A
GO_MYELOID_LEUKOCYTE_ACTIVATION,PLAC8
GO_MYELOID_LEUKOCYTE_ACTIVATION,PLAU
GO_MYELOID_LEUKOCYTE_ACTIVATION,PLAUR
GO_MYELOID_LEUKOCYTE_ACTIVATION,PLD1
GO_MYELOID_LEUKOCYTE_ACTIVATION,PLEKHO2
GO_MYELOID_LEUKOCYTE_ACTIVATION,PLSCR1
GO_MYELOID_LEUKOCYTE_ACTIVATION,PNP
GO_MYELOID_LEUKOCYTE_ACTIVATION,PPBP
GO_MYELOID_LEUKOCYTE_ACTIVATION,PPIA
GO_MYELOID_LEUKOCYTE_ACTIVATION,PPIE
GO_MYELOID_LEUKOCYTE_ACTIVATION,PRAM1
GO_MYELOID_LEUKOCYTE_ACTIVATION,PRCP
GO_MYELOID_LEUKOCYTE_ACTIVATION,PRDX4
GO_MYELOID_LEUKOCYTE_ACTIVATION,PRDX6
GO_MYELOID_LEUKOCYTE_ACTIVATION,PREX1
GO_MYELOID_LEUKOCYTE_ACTIVATION,PRG2
GO_MYELOID_LEUKOCYTE_ACTIVATION,PRG3
GO_MYELOID_LEUKOCYTE_ACTIVATION,PRKCD
GO_MYELOID_LEUKOCYTE_ACTIVATION,PRKCE
GO_MYELOID_LEUKOCYTE_ACTIVATION,PRSS2
GO_MYELOID_LEUKOCYTE_ACTIVATION,PRSS3
GO_MYELOID_LEUKOCYTE_ACTIVATION,PRTN3
GO_MYELOID_LEUKOCYTE_ACTIVATION,PSAP
GO_MYELOID_LEUKOCYTE_ACTIVATION,PSEN1
GO_MYELOID_LEUKOCYTE_ACTIVATION,PSMA2
GO_MYELOID_LEUKOCYTE_ACTIVATION,PSMA5
GO_MYELOID_LEUKOCYTE_ACTIVATION,PSMB1
GO_MYELOID_LEUKOCYTE_ACTIVATION,PSMB7
GO_MYELOID_LEUKOCYTE_ACTIVATION,PSMC2
GO_MYELOID_LEUKOCYTE_ACTIVATION,PSMC3
GO_MYELOID_LEUKOCYTE_ACTIVATION,PSMD1
GO_MYELOID_LEUKOCYTE_ACTIVATION,PSMD11
GO_MYELOID_LEUKOCYTE_ACTIVATION,PSMD12
GO_MYELOID_LEUKOCYTE_ACTIVATION,PSMD13
GO_MYELOID_LEUKOCYTE_ACTIVATION,PSMD14
GO_MYELOID_LEUKOCYTE_ACTIVATION,PSMD2
GO_MYELOID_LEUKOCYTE_ACTIVATION,PSMD3
GO_MYELOID_LEUKOCYTE_ACTIVATION,PSMD6
GO_MYELOID_LEUKOCYTE_ACTIVATION,PSMD7
GO_MYELOID_LEUKOCYTE_ACTIVATION,PTAFR
GO_MYELOID_LEUKOCYTE_ACTIVATION,PTGES2
GO_MYELOID_LEUKOCYTE_ACTIVATION,PTPN6
GO_MYELOID_LEUKOCYTE_ACTIVATION,PTPRB
GO_MYELOID_LEUKOCYTE_ACTIVATION,PTPRC
GO_MYELOID_LEUKOCYTE_ACTIVATION,PTPRJ
GO_MYELOID_LEUKOCYTE_ACTIVATION,PTPRN2
GO_MYELOID_LEUKOCYTE_ACTIVATION,PTX3
GO_MYELOID_LEUKOCYTE_ACTIVATION,PYCARD
GO_MYELOID_LEUKOCYTE_ACTIVATION,PYGB
GO_MYELOID_LEUKOCYTE_ACTIVATION,PYGL
GO_MYELOID_LEUKOCYTE_ACTIVATION,QPCT
GO_MYELOID_LEUKOCYTE_ACTIVATION,QSOX1
GO_MYELOID_LEUKOCYTE_ACTIVATION,RAB10
GO_MYELOID_LEUKOCYTE_ACTIVATION,RAB14
GO_MYELOID_LEUKOCYTE_ACTIVATION,RAB18
GO_MYELOID_LEUKOCYTE_ACTIVATION,RAB24
GO_MYELOID_LEUKOCYTE_ACTIVATION,RAB27A
GO_MYELOID_LEUKOCYTE_ACTIVATION,RAB31
GO_MYELOID_LEUKOCYTE_ACTIVATION,RAB37
GO_MYELOID_LEUKOCYTE_ACTIVATION,RAB3A
GO_MYELOID_LEUKOCYTE_ACTIVATION,RAB3D
GO_MYELOID_LEUKOCYTE_ACTIVATION,RAB44
GO_MYELOID_LEUKOCYTE_ACTIVATION,RAB4B
GO_MYELOID_LEUKOCYTE_ACTIVATION,RAB5B
GO_MYELOID_LEUKOCYTE_ACTIVATION,RAB5C
GO_MYELOID_LEUKOCYTE_ACTIVATION,RAB6A
GO_MYELOID_LEUKOCYTE_ACTIVATION,RAB7A
GO_MYELOID_LEUKOCYTE_ACTIVATION,RAB9B
GO_MYELOID_LEUKOCYTE_ACTIVATION,RAC1
GO_MYELOID_LEUKOCYTE_ACTIVATION,RAC2
GO_MYELOID_LEUKOCYTE_ACTIVATION,RAP1A
GO_MYELOID_LEUKOCYTE_ACTIVATION,RAP1B
GO_MYELOID_LEUKOCYTE_ACTIVATION,RAP2B
GO_MYELOID_LEUKOCYTE_ACTIVATION,RAP2C
GO_MYELOID_LEUKOCYTE_ACTIVATION,RASGRP1
GO_MYELOID_LEUKOCYTE_ACTIVATION,RBPJ
GO_MYELOID_LEUKOCYTE_ACTIVATION,RELB
GO_MYELOID_LEUKOCYTE_ACTIVATION,RETN
GO_MYELOID_LEUKOCYTE_ACTIVATION,RHOA
GO_MYELOID_LEUKOCYTE_ACTIVATION,RHOF
GO_MYELOID_LEUKOCYTE_ACTIVATION,RHOG
GO_MYELOID_LEUKOCYTE_ACTIVATION,RHOH
GO_MYELOID_LEUKOCYTE_ACTIVATION,RNASE2
GO_MYELOID_LEUKOCYTE_ACTIVATION,RNASE3
GO_MYELOID_LEUKOCYTE_ACTIVATION,RNASET2
GO_MYELOID_LEUKOCYTE_ACTIVATION,ROCK1
GO_MYELOID_LEUKOCYTE_ACTIVATION,RORA
GO_MYELOID_LEUKOCYTE_ACTIVATION,S100A11
GO_MYELOID_LEUKOCYTE_ACTIVATION,S100A12
GO_MYELOID_LEUKOCYTE_ACTIVATION,S100A13
GO_MYELOID_LEUKOCYTE_ACTIVATION,S100A7
GO_MYELOID_LEUKOCYTE_ACTIVATION,S100A8
GO_MYELOID_LEUKOCYTE_ACTIVATION,S100A9
GO_MYELOID_LEUKOCYTE_ACTIVATION,S100P
GO_MYELOID_LEUKOCYTE_ACTIVATION,SBNO2
GO_MYELOID_LEUKOCYTE_ACTIVATION,SCAMP1
GO_MYELOID_LEUKOCYTE_ACTIVATION,SDCBP
GO_MYELOID_LEUKOCYTE_ACTIVATION,SELL
GO_MYELOID_LEUKOCYTE_ACTIVATION,SERPINA1
GO_MYELOID_LEUKOCYTE_ACTIVATION,SERPINA3
GO_MYELOID_LEUKOCYTE_ACTIVATION,SERPINB1
GO_MYELOID_LEUKOCYTE_ACTIVATION,SERPINB10
GO_MYELOID_LEUKOCYTE_ACTIVATION,SERPINB12
GO_MYELOID_LEUKOCYTE_ACTIVATION,SERPINB3
GO_MYELOID_LEUKOCYTE_ACTIVATION,SERPINB6
GO_MYELOID_LEUKOCYTE_ACTIVATION,SHPK
GO_MYELOID_LEUKOCYTE_ACTIVATION,SIGLEC14
GO_MYELOID_LEUKOCYTE_ACTIVATION,SIGLEC5
GO_MYELOID_LEUKOCYTE_ACTIVATION,SIGLEC9
GO_MYELOID_LEUKOCYTE_ACTIVATION,SIRPA
GO_MYELOID_LEUKOCYTE_ACTIVATION,SIRPB1
GO_MYELOID_LEUKOCYTE_ACTIVATION,SLAMF1
GO_MYELOID_LEUKOCYTE_ACTIVATION,SLC11A1
GO_MYELOID_LEUKOCYTE_ACTIVATION,SLC15A4
GO_MYELOID_LEUKOCYTE_ACTIVATION,SLC27A2
GO_MYELOID_LEUKOCYTE_ACTIVATION,SLC2A3
GO_MYELOID_LEUKOCYTE_ACTIVATION,SLC2A5
GO_MYELOID_LEUKOCYTE_ACTIVATION,SLC44A2
GO_MYELOID_LEUKOCYTE_ACTIVATION,SLC7A2
GO_MYELOID_LEUKOCYTE_ACTIVATION,SLCO4C1
GO_MYELOID_LEUKOCYTE_ACTIVATION,SLPI
GO_MYELOID_LEUKOCYTE_ACTIVATION,SNAP23
GO_MYELOID_LEUKOCYTE_ACTIVATION,SNAP25
GO_MYELOID_LEUKOCYTE_ACTIVATION,SNAP29
GO_MYELOID_LEUKOCYTE_ACTIVATION,SNCA
GO_MYELOID_LEUKOCYTE_ACTIVATION,SNX4
GO_MYELOID_LEUKOCYTE_ACTIVATION,SPACA3
GO_MYELOID_LEUKOCYTE_ACTIVATION,SPHK1
GO_MYELOID_LEUKOCYTE_ACTIVATION,SPHK2
GO_MYELOID_LEUKOCYTE_ACTIVATION,SPI1
GO_MYELOID_LEUKOCYTE_ACTIVATION,SPTAN1
GO_MYELOID_LEUKOCYTE_ACTIVATION,SRP14
GO_MYELOID_LEUKOCYTE_ACTIVATION,STAP1
GO_MYELOID_LEUKOCYTE_ACTIVATION,STARD7
GO_MYELOID_LEUKOCYTE_ACTIVATION,STBD1
GO_MYELOID_LEUKOCYTE_ACTIVATION,STING1
GO_MYELOID_LEUKOCYTE_ACTIVATION,STK10
GO_MYELOID_LEUKOCYTE_ACTIVATION,STK11IP
GO_MYELOID_LEUKOCYTE_ACTIVATION,STOM
GO_MYELOID_LEUKOCYTE_ACTIVATION,STX4
GO_MYELOID_LEUKOCYTE_ACTIVATION,STXBP1
GO_MYELOID_LEUKOCYTE_ACTIVATION,STXBP2
GO_MYELOID_LEUKOCYTE_ACTIVATION,STXBP3
GO_MYELOID_LEUKOCYTE_ACTIVATION,SUCNR1
GO_MYELOID_LEUKOCYTE_ACTIVATION,SURF4
GO_MYELOID_LEUKOCYTE_ACTIVATION,SVIP
GO_MYELOID_LEUKOCYTE_ACTIVATION,SYK
GO_MYELOID_LEUKOCYTE_ACTIVATION,SYNGR1
GO_MYELOID_LEUKOCYTE_ACTIVATION,SYT11
GO_MYELOID_LEUKOCYTE_ACTIVATION,TAFA3
GO_MYELOID_LEUKOCYTE_ACTIVATION,TARM1
GO_MYELOID_LEUKOCYTE_ACTIVATION,TBC1D10C
GO_MYELOID_LEUKOCYTE_ACTIVATION,TCIRG1
GO_MYELOID_LEUKOCYTE_ACTIVATION,TCN1
GO_MYELOID_LEUKOCYTE_ACTIVATION,TGFBR2
GO_MYELOID_LEUKOCYTE_ACTIVATION,THBS1
GO_MYELOID_LEUKOCYTE_ACTIVATION,TICAM1
GO_MYELOID_LEUKOCYTE_ACTIVATION,TICAM2
GO_MYELOID_LEUKOCYTE_ACTIVATION,TIMP2
GO_MYELOID_LEUKOCYTE_ACTIVATION,TLR1
GO_MYELOID_LEUKOCYTE_ACTIVATION,TLR2
GO_MYELOID_LEUKOCYTE_ACTIVATION,TLR3
GO_MYELOID_LEUKOCYTE_ACTIVATION,TLR4
GO_MYELOID_LEUKOCYTE_ACTIVATION,TLR6
GO_MYELOID_LEUKOCYTE_ACTIVATION,TLR7
GO_MYELOID_LEUKOCYTE_ACTIVATION,TLR8
GO_MYELOID_LEUKOCYTE_ACTIVATION,TMBIM1
GO_MYELOID_LEUKOCYTE_ACTIVATION,TMC6
GO_MYELOID_LEUKOCYTE_ACTIVATION,TMEM106A
GO_MYELOID_LEUKOCYTE_ACTIVATION,TMEM179B
GO_MYELOID_LEUKOCYTE_ACTIVATION,TMEM30A
